# rs (bohr), Gamma muxc > 0, Gamma muxc = 0
1.694724944988998061e+01,6.493150330774501988e-01,5.875020177168297497e-01
1.695923184636927417e+01,6.491064130755790362e-01,5.872895052945336092e-01
1.697121424284857127e+01,6.488979361248077282e-01,5.870771266250158771e-01
1.698319663932786838e+01,6.486896007946253428e-01,5.868648831387874854e-01
1.699517903580716194e+01,6.484814078002870685e-01,5.866527741205928015e-01
1.700716143228645905e+01,6.482733571417929053e-01,5.864407988551765261e-01
1.701914382876575615e+01,6.480654473886320321e-01,5.862289573425383260e-01
1.703112622524504971e+01,6.478576799713158252e-01,5.860172502979339448e-01
1.704310862172434682e+01,6.476500534593326863e-01,5.858056762908524506e-01
1.705509101820364393e+01,6.474425685679381370e-01,5.855942353212937324e-01
1.706707341468293748e+01,6.472352231513661680e-01,5.853829273892576790e-01
1.707905581116223459e+01,6.470280193553827885e-01,5.851717532100002561e-01
1.709103820764152815e+01,6.468209557494773998e-01,5.849607106377543442e-01
1.710302060412082525e+01,6.466140323336496687e-01,5.847498011030313192e-01
1.711500300060012236e+01,6.464072491078994842e-01,5.845390231753202492e-01
1.712698539707941592e+01,6.462006046417163585e-01,5.843283775698759896e-01
1.713896779355871303e+01,6.459941003656110015e-01,5.841178642866994286e-01
1.715095019003801013e+01,6.457877362795831910e-01,5.839074818952790791e-01
1.716293258651730369e+01,6.455815095226113964e-01,5.836972311108705735e-01
1.717491498299660080e+01,6.453754229557173705e-01,5.834871112182182795e-01
1.718689737947589791e+01,6.451694744331347708e-01,5.832771229325777185e-01
1.719887977595519146e+01,6.449636646701188969e-01,5.830672648234382915e-01
1.721086217243448857e+01,6.447579929514140051e-01,5.828575376060547431e-01
1.722284456891378568e+01,6.445524592770207617e-01,5.826479405651721066e-01
1.723482696539307923e+01,6.443470629316829790e-01,5.824384737007902713e-01
1.724680936187237634e+01,6.441418046306566225e-01,5.822291362976539375e-01
1.725879175835167345e+01,6.439366836586859488e-01,5.820199290710180717e-01
1.727077415483096701e+01,6.437317000157714020e-01,5.818108513056279296e-01
1.728275655131026411e+01,6.435268529866566833e-01,5.816019030014826230e-01
1.729473894778956122e+01,6.433221425713425701e-01,5.813930834433271855e-01
1.730672134426885478e+01,6.431175687698287291e-01,5.811843926311619501e-01
1.731870374074815189e+01,6.429131315821152715e-01,5.809758312802416613e-01
1.733068613722744544e+01,6.427088302929462316e-01,5.807673979600556091e-01
1.734266853370674255e+01,6.425046649023222756e-01,5.805590926706041266e-01
1.735465093018603966e+01,6.423006354102429594e-01,5.803509161271420691e-01
1.736663332666533321e+01,6.420967411014529835e-01,5.801428668991593929e-01
1.737861572314463032e+01,6.418929819759524591e-01,5.799349449866552098e-01
1.739059811962392743e+01,6.416893580337410530e-01,5.797271518201407847e-01
1.740258051610322099e+01,6.414858692748188762e-01,5.795194845385941429e-01
1.741456291258251809e+01,6.412825149839307404e-01,5.793119452877818487e-01
1.742654530906181520e+01,6.410792944458206799e-01,5.791045326371928592e-01
1.743852770554110876e+01,6.408762090909997378e-01,5.788972465868271744e-01
1.745051010202040587e+01,6.406732574889573151e-01,5.786900871366849053e-01
1.746249249849970298e+01,6.404704396396931898e-01,5.784830535715101973e-01
1.747447489497899653e+01,6.402677548279518405e-01,5.782761466065586831e-01
1.748645729145829364e+01,6.400652037689888996e-01,5.780693655265753961e-01
1.749843968793759075e+01,6.398627857475485126e-01,5.778627096163042598e-01
1.751042208441688430e+01,6.396605014788865340e-01,5.776561795910009067e-01
1.752240448089618141e+01,6.394583495324918099e-01,5.774497754506654479e-01
1.753438687737547497e+01,6.392563306236201948e-01,5.772434957647867293e-01
1.754636927385477208e+01,6.390544433217598685e-01,5.770373405333646399e-01
1.755835167033406918e+01,6.388526883421671299e-01,5.768313104716550344e-01
1.757033406681336274e+01,6.386510656848416456e-01,5.766254048644021690e-01
1.758231646329265985e+01,6.384495746345280054e-01,5.764196237116061550e-01
1.759429885977195696e+01,6.382482151912258761e-01,5.762139670132668812e-01
1.760628125625125051e+01,6.380469873549357018e-01,5.760084333388737488e-01
1.761826365273054762e+01,6.378458904104019611e-01,5.758030241189371345e-01
1.763024604920984473e+01,6.376449250728798424e-01,5.755977386382017391e-01
1.764222844568913828e+01,6.374440899118585246e-01,5.753925761814124851e-01
1.765421084216843539e+01,6.372433856425938625e-01,5.751875367485685953e-01
1.766619323864773250e+01,6.370428115498295574e-01,5.749826203396708468e-01
1.767817563512702606e+01,6.368423676335663863e-01,5.747778262394629412e-01
1.769015803160632316e+01,6.366420538938037943e-01,5.745731551632012879e-01
1.770214042808562027e+01,6.364418696152864818e-01,5.743686063956299215e-01
1.771412282456491383e+01,6.362418155132700814e-01,5.741641806520042524e-01
1.772610522104421094e+01,6.360418901572434391e-01,5.739598757865581602e-01
1.773808761752350449e+01,6.358420942624622985e-01,5.737556932298020218e-01
1.775007001400280160e+01,6.356424278289261043e-01,5.735516322664807598e-01
1.776205241048209871e+01,6.354428901413800013e-01,5.733476928965942632e-01
1.777403480696139226e+01,6.352434804845680238e-01,5.731438744048872325e-01
1.778601720344068937e+01,6.350441995737458045e-01,5.729401775066150782e-01
1.779799959991998648e+01,6.348450474089135653e-01,5.727366007712666462e-01
1.780998199639928004e+01,6.346460225595599303e-01,5.725331456293527577e-01
1.782196439287857714e+01,6.344471257409407539e-01,5.723298106503629246e-01
1.783394678935787425e+01,6.342483569530557030e-01,5.721265958342970359e-01
1.784592918583716781e+01,6.340497154806494784e-01,5.719235011811547587e-01
1.785791158231646492e+01,6.338512013237220799e-01,5.717205266909363148e-01
1.786989397879576202e+01,6.336528144822735076e-01,5.715176716483864050e-01
1.788187637527505558e+01,6.334545542410483510e-01,5.713149360535043630e-01
1.789385877175435269e+01,6.332564206000464990e-01,5.711123206215467096e-01
1.790584116823364980e+01,6.330584135592676187e-01,5.709098239220014026e-01
1.791782356471294335e+01,6.328605331187123761e-01,5.707074459548691081e-01
1.792980596119224046e+01,6.326627785631246947e-01,5.705051874354051256e-01
1.794178835767153757e+01,6.324651498925051296e-01,5.703030469330985230e-01
1.795377075415083112e+01,6.322676478221087581e-01,5.701010251632044890e-01
1.796575315063012823e+01,6.320702702061691269e-01,5.698991221257232453e-01
1.797773554710942179e+01,6.318730184751972789e-01,5.696973371053997148e-01
1.798971794358871890e+01,6.316758919139378037e-01,5.694956693869774877e-01
1.800170034006801600e+01,6.314788905223905902e-01,5.692941196857129738e-01
1.801368273654730956e+01,6.312820143005557494e-01,5.690926880016057288e-01
1.802566513302660667e+01,6.310852618179221274e-01,5.688913736194002313e-01
1.803764752950590378e+01,6.308886345050009892e-01,5.686901758238409599e-01
1.804962992598519733e+01,6.306921316465363692e-01,5.684890953301837691e-01
1.806161232246449444e+01,6.304957525272731900e-01,5.682881321384283257e-01
1.807359471894379155e+01,6.302994971472114516e-01,5.680872855333192195e-01
1.808557711542308510e+01,6.301033655063507100e-01,5.678865547996005958e-01
1.809755951190238221e+01,6.299073576046914091e-01,5.676859406525286422e-01
1.810954190838167932e+01,6.297114734422333271e-01,5.674854430921029147e-01
1.812152430486097288e+01,6.295157115884657539e-01,5.672850614030677807e-01
1.813350670134026998e+01,6.293200734738993996e-01,5.670847948701682739e-01
1.814548909781956709e+01,6.291245576680235541e-01,5.668846442086593607e-01
1.815747149429886065e+01,6.289291648860931838e-01,5.666846094185413740e-01
1.816945389077815776e+01,6.287338944128533225e-01,5.664846897845587925e-01
1.818143628725745131e+01,6.285387462483038590e-01,5.662848845914558726e-01
1.819341868373674842e+01,6.283437203924444603e-01,5.660851952697439904e-01
1.820540108021604553e+01,6.281488161300200490e-01,5.658856196736563593e-01
1.821738347669533908e+01,6.279540341762859246e-01,5.656861592337039113e-01
1.822936587317463619e+01,6.277593731007310440e-01,5.654868132346314580e-01
1.824134826965393330e+01,6.275648336186110399e-01,5.652875809611832558e-01
1.825333066613322686e+01,6.273704157299258011e-01,5.650884631286147153e-01
1.826531306261252396e+01,6.271761187194198062e-01,5.648894590216706479e-01
1.827729545909182107e+01,6.269819418718378667e-01,5.646905686403509428e-01
1.828927785557111463e+01,6.267878866176905817e-01,5.644917912693997453e-01
1.830126025205041174e+01,6.265939515264671300e-01,5.642931276240732430e-01
1.831324264852970884e+01,6.264001365981675118e-01,5.640945777043708809e-01
1.832522504500900240e+01,6.262064418327915050e-01,5.638961400797819490e-01
1.833720744148829951e+01,6.260128672303395536e-01,5.636978154655616358e-01
1.834918983796759662e+01,6.258194120755558032e-01,5.634996031464548638e-01
1.836117223444689017e+01,6.256260770836958862e-01,5.633015038377169326e-01
1.837315463092618728e+01,6.254328608242487597e-01,5.631035168240923205e-01
1.838513702740548439e+01,6.252397640124700562e-01,5.629056413903252842e-01
1.839711942388477794e+01,6.250467866483594426e-01,5.627078789669274217e-01
1.840910182036407505e+01,6.248539280166617305e-01,5.625102274081318354e-01
1.842108421684336861e+01,6.246611881173771419e-01,5.623126874291939359e-01
1.843306661332266572e+01,6.244685669505050107e-01,5.621152597453693556e-01
1.844504900980196282e+01,6.242760638007902596e-01,5.619179429261471626e-01
1.845703140628125638e+01,6.240836793834885210e-01,5.617207369715273568e-01
1.846901380276055349e+01,6.238914129833439404e-01,5.615236418815097164e-01
1.848099619923985060e+01,6.236992638851011073e-01,5.613266576560946852e-01
1.849297859571914415e+01,6.235072328040156542e-01,5.611297842952815973e-01
1.850496099219844126e+01,6.233153197400875811e-01,5.609330217990710077e-01
1.851694338867773837e+01,6.231235232628056231e-01,5.607363687369519845e-01
1.852892578515703192e+01,6.229318448026813781e-01,5.605398265394347934e-01
1.854090818163632903e+01,6.227402829292031372e-01,5.603433937760093908e-01
1.855289057811562614e+01,6.225488376423712333e-01,5.601470711619305209e-01
1.856487297459491970e+01,6.223575096574412990e-01,5.599508579819429954e-01
1.857685537107421681e+01,6.221662975439019583e-01,5.597547542360468142e-01
1.858883776755351391e+01,6.219752027322644761e-01,5.595587599242420884e-01
1.860082016403280747e+01,6.217842230767626210e-01,5.593628743312730744e-01
1.861280256051210458e+01,6.215933600079066590e-01,5.591670981723955158e-01
1.862478495699139813e+01,6.214026128104418456e-01,5.589714307323538911e-01
1.863676735347069524e+01,6.212119807691121043e-01,5.587758712958922347e-01
1.864874974994999235e+01,6.210214645991734006e-01,5.585804212935223667e-01
1.866073214642928590e+01,6.208310643006254015e-01,5.583850792947326891e-01
1.867271454290858301e+01,6.206407784429571750e-01,5.581898452995229798e-01
1.868469693938788012e+01,6.204506077414244647e-01,5.579947193078939049e-01
1.869667933586717368e+01,6.202605521960268264e-01,5.577997006045897210e-01
1.870866173234647079e+01,6.200706110915091829e-01,5.576047906201210269e-01
1.872064412882576789e+01,6.198807844278710899e-01,5.574099872087220353e-01
1.873262652530506145e+01,6.196910722051132137e-01,5.572152918009032341e-01
1.874460892178435856e+01,6.195014744232347770e-01,5.570207029661539133e-01
1.875659131826365567e+01,6.193119903669810355e-01,5.568262214197292614e-01
1.876857371474294922e+01,6.191226207516068447e-01,5.566318471616293895e-01
1.878055611122224633e+01,6.189333641466017166e-01,5.564375794765988870e-01
1.879253850770154344e+01,6.187442212672207287e-01,5.562434176493823434e-01
1.880452090418083699e+01,6.185551921134639919e-01,5.560493631104906909e-01
1.881650330066013410e+01,6.183662759700763178e-01,5.558554144294125532e-01
1.882848569713943121e+01,6.181774728370571514e-01,5.556615716061485966e-01
1.884046809361872477e+01,6.179887827144069368e-01,5.554678346406983769e-01
1.885245049009802187e+01,6.178002048868703744e-01,5.552742035330617831e-01
1.886443288657731543e+01,6.176117400697025417e-01,5.550806782832392594e-01
1.887641528305661254e+01,6.174233875476479172e-01,5.548872581759748401e-01
1.888839767953590965e+01,6.172351473207065009e-01,5.546939432112689694e-01
1.890038007601520320e+01,6.170470193888784038e-01,5.545007333891212031e-01
1.891236247249450031e+01,6.168590030369082156e-01,5.543076287095322074e-01
1.892434486897379742e+01,6.166710982647958250e-01,5.541146291725012052e-01
1.893632726545309097e+01,6.164833057877967537e-01,5.539217333475174865e-01
1.894830966193238808e+01,6.162956241754001807e-01,5.537289426650923163e-01
1.896029205841168519e+01,6.161080541428614055e-01,5.535362564099699512e-01
1.897227445489097875e+01,6.159205949749246845e-01,5.533436745821502800e-01
1.898425685137027585e+01,6.157332473868458722e-01,5.531511957511224820e-01
1.899623924784957296e+01,6.155460099481140368e-01,5.529588213473977110e-01
1.900822164432886652e+01,6.153588833739843666e-01,5.527665513709755229e-01
1.902020404080816363e+01,6.151718676644571948e-01,5.525743836760896865e-01
1.903218643728746073e+01,6.149849621042766668e-01,5.523823204085067662e-01
1.904416883376675429e+01,6.147981666934431155e-01,5.521903601377158299e-01
1.905615123024605140e+01,6.146114814319564301e-01,5.519985028637164337e-01
1.906813362672534495e+01,6.144249056045609780e-01,5.518067485865094657e-01
1.908011602320464206e+01,6.142384399265121697e-01,5.516150965908382942e-01
1.909209841968393917e+01,6.140520843978105603e-01,5.514235475919591067e-01
1.910408081616323273e+01,6.138658375879444407e-01,5.512321015898717924e-01
1.911606321264252983e+01,6.136796994969144770e-01,5.510407571540653082e-01
1.912804560912182694e+01,6.134936715552312680e-01,5.508495149997950646e-01
1.914002800560112050e+01,6.133077523323835489e-01,5.506583751270612836e-01
1.915201040208041761e+01,6.131219418283719857e-01,5.504673375358636322e-01
1.916399279855971471e+01,6.129362393279408350e-01,5.502764015109471440e-01
1.917597519503900827e+01,6.127506462616006955e-01,5.500855663370556314e-01
1.918795759151830538e+01,6.125651611988409684e-01,5.498948334447006925e-01
1.919993998799760249e+01,6.123797841396618757e-01,5.497042014033711732e-01
1.921192238447689604e+01,6.121945157993182729e-01,5.495136709283223730e-01
1.922390478095619315e+01,6.120093547472997830e-01,5.493232405890433601e-01
1.923588717743549026e+01,6.118243009836059620e-01,5.491329118160452882e-01
1.924786957391478381e+01,6.116393559387478529e-01,5.489426831788171146e-01
1.925985197039408092e+01,6.114545174669593353e-01,5.487525561078698821e-01
1.927183436687337803e+01,6.112697869987507859e-01,5.485625284574365823e-01
1.928381676335267159e+01,6.110851631036120502e-01,5.483726009427736248e-01
1.929579915983196869e+01,6.109006464967977612e-01,5.481827742791354208e-01
1.930778155631126225e+01,6.107162364630530638e-01,5.479930470360120376e-01
1.931976395279055936e+01,6.105319330023775137e-01,5.478034199286585526e-01
1.933174634926985647e+01,6.103477361147713331e-01,5.476138922418190003e-01
1.934372874574915002e+01,6.101636465154898215e-01,5.474244639754941577e-01
1.935571114222844713e+01,6.099796620587668583e-01,5.472351351296833588e-01
1.936769353870774424e+01,6.097957841751134866e-01,5.470459057043869366e-01
1.937967593518703779e+01,6.096120121492735189e-01,5.468567756996051132e-01
1.939165833166633490e+01,6.094283459812477322e-01,5.466677436848264016e-01
1.940364072814563201e+01,6.092447856710355714e-01,5.464788110905620666e-01
1.941562312462492557e+01,6.090613305033816260e-01,5.462899772015568090e-01
1.942760552110422267e+01,6.088779804782860072e-01,5.461012413025545520e-01
1.943958791758351978e+01,6.086947363110044584e-01,5.459126041088113723e-01
1.945157031406281334e+01,6.085115965710257147e-01,5.457240649050714154e-01
1.946355271054211045e+01,6.083285626888607078e-01,5.455356236913350143e-01
1.947553510702140755e+01,6.081456325187432066e-01,5.453472804676018360e-01
